imdbid	rating	year	id	title	metacritic_score
2245084	3	2014	5906	Big Hero 6	74
1376213	1	2014	5207	Adventurer: The Curse of the Midas Box, The	39
3011894	3	2014	6256	Relatos salvajes	77
2980706	1	2014	5674	Planes: Fire &amp; Rescue	48
0829150	0	2014	8316	Dracula Untold	40
3748076	1	2014	7064	Damned Thing, The	NA
2528814	3	2014	5337	God&#39;s Not Dead	16
2758904	2	2014	7898	Search Party	22
2261331	0	2014	6423	Black Sea	62
3720802	0	2014	5847	Mange tes morts	NA
2832470	3	2014	5149	Dead Snow 2	59
2212008	1	2014	5540	Bag Man, The	28
3565264	2	2014	6263	Thegidi	NA
3566726	3	2014	7408	Jane the Virgin	NA
2238050	3	2014	6025	White Bird in a Blizzard	51
3729920	3	2014	5780	Disappearance of Eleanor Rigby: Them, The	57
2011159	3	2014	5813	No Good Deed	26
2223990	2	2014	5442	Draft Day	54
2281587	1	2014	5482	Muppets Most Wanted	61
2872718	3	2014	5887	Nightcrawler	76
2465140	3	2014	5953	Single Moms Club, The	31
2751390	2	2014	5689	Life Of Riley	70
1929263	2	2014	8330	Heaven Is For Real	47
1355630	3	2014	5722	If I Stay	46
1843866	3	2014	5351	Captain America: The Winter Soldier	70
3003800	2	2014	6743	Amour fou	69
3253930	2	2014	6370	La isla minima	NA
3077108	3	2014	6032	Appropriate Behavior	73
3316960	3	2014	6066	Still Alice	72
2404181	3	2014	5449	Belle	64
2693664	1	2014	7254	Young Ones	47
2452254	3	2014	5927	Clouds of Sils Maria	79
1921064	3	2014	5196	Pompeii	39
2278388	1	2014	5229	Grand Budapest Hotel, The	88
2310332	1	2014	5994	Hobbit: The Battle of the Five Armies, The	59
1267297	2	2014	5661	Hercules	47
1384925	0	2014	7086	Ardor	48
2402157	1	2014	5729	November Man, The	38
2965466	3	2014	7885	Last Shift	NA
2582846	3	2014	5456	Fault in Our Stars, The	69
3138192	3	2014	5835	Mostly Ghostly: Have You Met My Ghoulfriend?	NA
1706598	3	2014	6860	Every Secret Thing	46
1865505	3	2014	6182	Song of the Sea	85
4044364	1	2014	5935	Citizenfour	88
2561546	3	2014	8162	Town That Dreaded Sundown, The	47
1800246	3	2014	5236	That Awkward Moment	36
2494384	3	2014	6994	Aloft	34
2788710	1	2014	6001	Interview, The	52
3977428	3	2015	9261	John From	NA
4247740	3	2015	6156	Three Es, The	NA
4766604	1	2015	8922	Highway to Hellas	NA
4085084	0	2015	8079	Maryland	66
2402927	3	2015	6563	Carol	94
0787524	0	2015	6969	Man Who Knew Infinity, The	56
2058673	0	2015	6632	Point Break	34
4000768	3	2015	6259	L&#39;antiquaire	NA
1870548	3	2015	6665	This changes everything	59
3195644	3	2015	6292	Insidious: Chapter 3	52
4425152	3	2015	7832	Girls Lost	69
5005684	3	2015	7441	Nil Battey Sannata	NA
4319698	3	2015	6732	Little Big Master	NA
0478970	2	2015	6359	Ant-Man	64
3165612	3	2015	7902	Sleeping with Other People	64
3969208	3	2015	6393	Trust Fund	NA
4437640	1	2015	6426	Batman Unlimited: Animal Instincts	NA
3397884	0	2015	6470	Sicario	82
3397918	3	2015	6875	Harbinger Down	NA
3397082	1	2015	6163	Tod den Hippies!! Es lebe der Punk!	NA
3711622	3	2015	6197	Ghosthunters	NA
2006295	3	2015	7378	33, The	55
2199571	1	2015	6299	Run All Night	59
1895587	1	2015	6707	Spotlight	93
4489160	0	2015	7873	You&#39;re My Boss	NA
1798684	2	2015	6366	Southpaw	57
4392726	3	2015	6771	Office	83
3727982	3	2015	7558	Ava&#39;s Possession	53
1398426	1	2015	6435	Straight Outta Compton	72
2403021	3	2015	6478	Green Inferno, The	38
4062536	3	2015	6887	Green Room	79
3488710	1	2015	6510	Walk, The	70
4235644	1	2015	8569	Shisha no teikoku (Empire of Corpses)	NA
3464902	3	2015	6614	Lobster, The	82
3567288	3	2015	7015	Visit, The	55
0369610	3	2015	6306	Jurassic World	59
001226766	3	2015	8703	Great Gilly Hopkins, The	47
4009278	3	2015	7881	Intruders	39
1638355	3	2015	6407	Man from U.N.C.L.E., The	56
4503598	3	2015	7993	Emelie	62
3391348	3	2015	7672	3Tails Movie: A Mermaid Adventure, The	NA
3577624	2	2015	6926	A Perfect Day	60
3205394	1	2015	7327	Roald Dahl&#39;s Esio Trot	NA
3076658	2	2015	6588	Creed	82
2126355	3	2015	6281	San Andreas	43
4005402	3	2015	7089	Colony, The	33
3043252	3	2015	7538	Parched	67
2742544	3	2015	6449	Until Dawn	NA
3627488	3	2015	8000	Burn Burn Burn	NA
0790770	0	2015	7232	Miles Ahead	64
2662716	1	2015	9257	Montanha	NA
1661199	3	2015	6152	Cinderella	67
2279339	3	2015	6595	Love the Coopers	31
3460252	3	2015	6628	Hateful Eight, The	68
2096673	3	2015	6255	Inside Out	94
2358925	2	2015	8259	Unfinished Business	32
4594834	3	2015	6660	Chi-Raq	77
2404425	3	2015	6288	Woman in Gold	51
3247714	3	2015	7063	Survivor	28
4069042	3	2015	6696	Anna Unbound	NA
4780834	3	2015	6321	Reason I Shop Online, The	NA
3966404	3	2015	6355	Mustang	83
3622592	2	2015	6388	Papertowns	56
2334733	2	2015	6422	Madame Bovary	52
1837562	3	2015	7197	A Royal Night Out	58
3659388	3	2015	6466	Martian, The	80
1666801	3	2015	6125	DUFF, The	56
3430416	2	2015	6532	Schneider vs. Bax	NA
2910904	3	2015	6566	Dressmaker, The	47
3661298	3	2015	6227	Septembers of Shiraz	16
2446980	3	2015	6635	Joy	56
2872750	0	2015	6329	Shaun the Sheep Movie	81
3529656	3	2015	6767	Meadowland	67
2080374	3	2015	6506	Steve Jobs	82
3856042	3	2015	6132	Bad Hair Day	NA
2488496	3	2015	6610	Star Wars: The Force Awakens	80
1655441	3	2015	6269	Age of Adaline, The	51
2401878	2	2015	6677	Anamolisa	88
4026600	1	2015	6336	Four Warriors, The	NA
1731701	3	2015	6369	Barely Lethal	44
4010918	3	2015	6774	Throne	NA
4308714	3	2015	7947	Other Halves	NA
3833474	1	2015	7178	Never Let Go	NA
3487994	2	2015	6438	Bloodsucking Bastards	50
0884732	3	2015	6065	Wedding Ringer, The	35
3532278	0	2015	7253	brothers of the wind	NA
1392190	3	2015	6242	Mad Max: Fury Road	90
3064298	3	2015	6649	Man Up	69
4171032	3	2015	6277	World of Tomorrow	NA
3090670	3	2015	6685	Advantageous	59
3993894	3	2015	6717	Queen of Earth	77
4895704	3	2015	6376	Next Stop L.A.	NA
1365050	0	2015	7922	Beasts of No Nation	79
3623726	3	2015	6410	Ricki and the Flash	54
2322441	3	2015	6113	Fifty Shades of Grey	46
4298966	3	2015	6521	Murder Pact, The	NA
2224026	3	2015	6148	Home	55
5105218	3	2015	6961	Halal Love	NA
3896100	1	2015	8614	Atrapa la bandera [Capture the Flag]	NA
2848292	3	2015	6284	Pitch Perfect 2	63
2321502	0	2015	6692	Uncanny	NA
3877674	1	2015	6316	Maend &amp; hons	64
2974918	1	2015	8375	Alvin and the Chipmunks: The Road Chip	33
4270516	3	2015	6383	Grandma	77
4108134	1	2015	7541	London Spy	NA
3278330	3	2015	6418	Il racconto dei racconti	72
4439120	3	2015	6866	Riaru onigokko	NA
3480796	3	2015	6495	Vice	17
2967224	2	2015	8037	Hot Pursuit	31
2273657	1	2015	6223	True Story	50
3704352	3	2015	6291	Bessie	NA
2561572	1	2015	6325	Get Hard	34
2625810	3	2015	7102	Into the Forest	59
1502712	0	2015	6392	Fantastic Four	27
3118452	1	2015	9193	Circle	NA
3291148	1	2015	6469	Just Jim	NA
2994832	3	2015	6094	Summer of Sangaile, The	63
3682448	1	2015	6502	Bridge of Spies	81
3079380	3	2015	6265	Spy	75
4183692	1	2015	9029	Woodlawn	57
4084744	3	2015	7041	Battle For Sevastopol	NA
2245003	3	2015	6706	Miss You Already	59
3817188	1	2015	7484	Milyy Khans, dorogoy Pyotr	NA
4359416	3	2015	6365	Taxi	91
4428788	3	2015	6770	Marguerite	76
3764966	3	2015	6399	Teen Beach 2	NA
1754656	3	2015	6434	little prince, The	70
3722070	3	2015	6950	Lady in the Van, The	70
3289728	3	2015	6982	Equals	43
2131532	3	2015	6613	Hidden	NA
1727776	1	2015	8227	Scouts Guide to the Zombie Apocalypse	32
1340138	0	2015	6340	Terminator Genisys	38
3700804	2	2015	7494	Already Tomorrow in Hong Kong	54
3296658	1	2015	7116	Hrutar	NA
2268016	3	2015	6372	Magic Mike XXL	60
4263482	3	2015	6777	VVitch: A New-England Folktale, The	83
2631186	1	2015	6855	Baahubali: The Beginning	NA
4692234	3	2015	9248	O Desolado	81
3766394	3	2015	6925	Hello, My Name Is Doris	63
3170832	3	2015	6584	Room	86
1727770	3	2015	8643	Absolutely Anything	31
4093680	3	2015	6752	Min lilla syster	NA
2400463	3	2015	9180	Invitation, The	74
1979388	3	2015	6558	Good Dinosaur, The	66
2381941	1	2015	6254	Focus	56
3614530	3	2015	7029	Jem and the Holograms	42
2217859	1	2015	7062	Louder Than Bombs	70
1014763	2	2015	6354	Child 44	41
3440298	3	2015	6386	Descendants	NA
4125300	3	2015	6823	Case of Hana and Alice, The	NA
4341532	1	2015	8006	Phoenix Incident	NA
3837248	3	2015	8081	Love Live! The School Idol Movie	NA
2582502	3	2015	7686	Fathers &amp; Daughters	31
3616916	3	2015	6939	Wave (B&oslash;lgen), The	68
3203606	3	2015	6565	Trumbo	60
3077214	3	2015	6226	Suffragette	66
4767274	3	2015	6634	Dolly Parton&#39;s Coat of Many Colors	NA
3707396	3	2015	6261	Hedi Schneider steckt fest	NA
4714032	3	2015	6294	Battledream Chronicle	NA
2515034	1	2015	6328	Gunman, The	39
2555736	3	2015	6361	Second Best Exotic Marigold Hotel, The	51
3316948	1	2015	6472	American Ultra	50
3045616	1	2015	6098	Mortdecai	27
2918436	3	2015	6166	Lazarus Effect, The	31
2717822	1	2015	6572	Blackhat	51
4291590	0	2015	7347	Evolution	77
1850457	3	2015	6609	Sisters	58
3801372	3	2015	7761	Steps, The	NA
3422078	3	2015	7219	Avril et le monde truque	85
3620762	3	2015	6851	Anguish	NA
2279373	2	2015	6105	SpongeBob Movie: Sponge Out of Water, The	62
2097331	3	2015	6889	Family Fang	67
2935662	3	2015	8606	Portrait of a Serial Monogamist	NA
1172049	1	2015	6985	Demolition	49
1596363	1	2015	6648	Big Short, The	81
1950135	2	2015	6275	Drunk Wedding	NA
1618442	3	2015	6684	Last Witch Hunter, The	34
2262345	1	2015	7458	Long Way North	70
3757648	1	2015	6716	Temp&ecirc;te	NA
4226388	0	2015	6343	Victoria	77
3735246	2	2015	8738	Bajirao Mastani	NA
3715320	2	2015	6375	Irrational Man	53
3450650	1	2015	8770	Paul Blart: Mall Cop 2	13
3416744	1	2015	6409	End of the Tour, The	82
2510894	3	2015	6487	Hotel Transylvania 2	44
3431798	0	2015	9251	A German Youth	72
2379713	1	2015	6519	Spectre	60
2262161	3	2015	6928	Sunset Song	72
1254322	3	2015	7361	Girl King, The	37
0810819	3	2015	6655	Danish Girl, The	66
3480446	2	2015	6283	Almost Mercy	NA
4080768	3	2015	7091	La belle saison	72
2537390	3	2015	6723	Slow Learners	52
2637276	1	2015	6350	Ted 2	48
2726560	3	2015	6787	Longest Ride, The	33
4195368	3	2015	7577	Birigyaru	NA
2554274	3	2015	6494	Crimson Peak	66
0420293	1	2015	8036	Stanford Prison Experiment, The	67
4392438	3	2015	6187	La Passion d&#39;Augustine	NA
3471098	3	2015	6967	Maggie&#39;s Plan	76
2479478	2	2015	6597	Ridiculous 6, The	18
4056738	3	2015	6222	Do You Believe?	22
3152624	3	2015	6357	Trainwreck	75
3824458	3	2015	6390	Tangerine	86
2140379	1	2015	6424	Self/less	34
2057392	3	2015	6836	Eye in the Sky	73
4191054	3	2015	6093	Strange Magic	25
3503460	1	2015	7343	Embers	55
3756788	3	2015	6974	Our Little Sister	75
4145324	3	2015	6229	Bound	NA
2884018	1	2015	6637	Macbeth	71
3569230	3	2015	6671	Legend	55
2493486	1	2015	6297	Last Knights	27
3654680	3	2015	8356	Vampyres	NA
3172532	3	2015	6737	Diary of a Teenage Girl, The	87
3205376	0	2015	6364	Slow West	72
6663788	3	2015	7522	Psychosis	NA
4501454	3	2015	6769	Meddler, The	68
1617661	3	2015	6101	Jupiter Ascending	40
1051904	2	2015	6508	Goosebumps	60
3369806	3	2015	6949	Max	47
3707106	3	2015	6612	By the Sea	44
2935476	3	2015	6237	Far From the Madding Crowd	71
3268668	3	2015	6644	Captive	36
2639254	3	2015	6271	A Little Chaos	51
4298958	3	2015	7454	Sweet Bean	60
3715122	3	2015	6712	L&#39;attesa	58
2381111	3	2015	6549	Brooklyn	88
3672742	1	2015	6956	Turbo Kid	60
2872462	3	2015	6619	Mistres America	75
4178092	3	2015	8233	Gift, The	77
1528854	1	2015	6651	Daddy&#39;s Home	42
4428814	1	2015	6279	La loi du march&eacute;	74
3819668	1	2015	7427	Dragon Ball Z: Resurrection &#39;F&#39;	NA
4515684	1	2015	6719	Comoara	85
2322517	1	2015	8370	Mojave	41
2109127	1	2015	7503	Eaters	NA
3862750	2	2015	6447	Perfect Guy, The	36
1976009	0	2015	6557	Victor Frankenstein	36
4472596	3	2015	6593	Hollow, The	NA
4420110	3	2015	6726	Invisible Sister	NA
4899406	3	2015	7511	Boi Neon	80
3981858	3	2015	7931	Harter Brocken	NA
4216934	3	2015	6048	Frau Muller muss weg	NA
4485178	3	2015	6868	Je suis un soldat	NA
4153324	3	2015	7270	Tjuvheder	NA
2710826	3	2015	6530	AfterDeath	NA
2908446	3	2015	6157	Insurgent	42
3685622	0	2015	7305	600 millas [600 Miles]	NA
2210769	3	2015	6190	Liza, the fox fairy	NA
3850590	3	2015	6601	Krampus	49
3322364	1	2015	6633	Concussion	55
4265878	3	2015	6260	Dora oder Die sexuellen Neurosen unserer Eltern	NA
3717016	3	2015	6667	After the Ball	39
3899796	3	2015	8352	Sharknado 3: Oh Hell No!	NA
2719848	2	2015	6913	Everest	64
4979652	0	2015	6537	Wo shi zheng ren	NA
1964418	3	2015	6267	Tomorrowland	60
3303652	3	2015	6674	A Sort of Homecoming	NA
3058674	1	2015	6300	VANish	NA
3312830	1	2015	6708	Youth	64
3019620	0	2015	6334	Titli	NA
3978720	1	2015	7111	Fourth Man Out	43
2120120	1	2015	6367	Pixels	27
2582496	3	2015	6436	Me and Earl and the Dying Girl	74
3850214	1	2015	6479	Dope	72
4576612	1	2015	6683	Comment c&#39;est loin	NA
2679042	0	2015	8334	Hitman: Agent 47	28
2978576	2	2015	6715	Bill	60
3878542	3	2015	6342	Justice League: Throne of Atlantis	NA
12145728	3	2015	9142	Ethicist, The	NA
3319018	3	2015	9210	My Name Is Emily	55
1355683	1	2015	6486	Black Mass	68
3605262	3	2015	7259	Sin Seer, The	NA
3953626	3	2015	6895	A Country Called Home	46
3775086	1	2015	6959	They Call Me Jeeg Robot	NA
1390411	1	2015	6589	In the Heart of the Sea	47
1658801	3	2015	6622	Feeheld	50
3859304	3	2015	7024	Bronze, The	44
4171544	0	2015	6282	Predator Dark Ages	NA
2049543	2	2015	7890	Synchronicity	39
4466872	3	2015	6786	Les ogres	NA
2911674	3	2015	6818	Tiger House	NA
0470752	1	2015	6084	Ex Machina	78
1951266	3	2015	6560	Hunger Games: Mockingjay - Part 2, The	65
2820852	3	2015	6186	Furious 7	67
4145304	3	2015	7335	Unexpected	65
1524930	3	2015	6596	Vacation	34
3478232	3	2015	6661	Mythica: The Darkspore	NA
1441953	3	2015	6322	Testament of Youth	76
4731504	3	2015	7862	Dofus - Livre 1: Julith	NA
3844362	3	2015	6356	Overnight, The	65
4341864	2	2015	7132	La memoria del agua	NA
2381249	0	2015	6389	Mission: Impossible - Rogue Nation	75
4046784	3	2015	6457	Maze Runner: The Scorch Trials	43
1243974	3	2015	6467	Aloha	40
1663202	0	2015	6567	Revenant, The	76
4858280	0	2015	6636	Stitcher	NA
4466936	3	2015	6296	Un peu, beaucoup, aveuglement!	NA
3544082	3	2015	7072	45 Years	94
3430042	0	2015	6330	Phoenix Project, The	NA
3977462	3	2015	7482	Full Out	NA
3168230	1	2015	6430	Mr. Holmes	67
1596345	1	2015	6475	Pawn Sacrifice	65
1823672	1	2015	6134	Chappie	41
3286052	3	2015	8050	Blackcoat&#39;s Daughter, The	68
1598642	0	2015	6948	Z for Zachariah	68
3332064	1	2015	6611	Pan	36
2361509	3	2015	6643	Intern, The	51
2938956	3	2015	6678	Transporter Refueled, The	32
1674771	2	2015	6303	Entourage	38
2293640	3	2015	6338	Minions	56
2948840	3	2015	7916	Life	59
4691166	3	2015	6775	7 Letters	NA
4897214	3	2015	6404	Timelike	NA
4450396	3	2015	6482	My Little Pony: Equestria Girls - Friendship Games	NA
2570858	3	2015	6107	Duke of Burgundy, The	87
0462335	2	2015	8509	High Rise	65
2452042	3	2015	6548	Peanuts Movie, The	67
3726704	2	2015	6955	Experimenter	81
3368222	3	2015	6581	Angry Indian Goddesses	NA
3472226	2	2015	6278	Kung Fury	NA
1178665	2	2015	8675	A Walk in the Woods	51
4060576	3	2015	7502	Lavalantula	NA
3742378	3	2015	6412	Que Horas Ela Volta?	82
2118624	3	2015	6489	Final Girls, The	59
2395427	3	2015	6217	Avengers: Age of Ultron	66
2461340	3	2015	6757	Till We Meet Again	NA
3236120	3	2015	6419	I&#39;ll See You in My Dreams	75
4007248	3	2016	7370	Hurricane Bianca	NA
2321405	3	2016	7865	My Life as a Zucchini	85
4669986	3	2016	7278	Loving	79
4680182	0	2016	7691	Colossal	70
4682708	0	2016	8129	Tenemos la carne [We Are the Flesh]	62
2823054	3	2016	6976	Mike and Dave Need Wedding Dates	51
5695764	3	2016	7759	Varoonegi	NA
1700841	3	2016	7042	Sausage Party	66
3845670	0	2016	8696	Seoulyeok [Seoul Station]	NA
3882074	1	2016	7449	Eagle Huntress, The	72
4991906	3	2016	9101	Suicide kale	NA
5974388	3	2016	7485	Bar Bahar	78
2582782	1	2016	7110	Hell or High Water	88
4551882	1	2016	7217	King Dave	NA
1316541	3	2016	8505	Bliss!	NA
4144190	1	2016	7285	Wiener-Dog	66
3973012	3	2016	8604	Women Who Kill	78
1594972	3	2016	6983	Norm of the North	21
3381008	1	2016	8228	Brothers Grimsby, The	44
1878841	2	2016	7766	Darkness, The	27
4975722	1	2016	7421	Moonlight	99
5221584	3	2016	7456	Aquarius	88
3553976	3	2016	7082	Captain Fantastic	72
3717252	2	2016	7497	Underworld: Blood Wars	23
4991512	1	2016	9141	Tramps	76
3544218	1	2016	6778	Belgica	63
4341582	3	2016	7565	Queen of Katwe	73
3721936	3	2016	7182	American Honey	80
1211837	1	2016	7225	Doctor Strange	72
3387542	3	2016	6856	Forest, The	34
2543164	3	2016	7257	Arrival	81
3385516	3	2016	6894	X-Men: Apocalypse	52
3708886	3	2016	7705	War on Everyone	50
5595168	3	2016	7393	Final Fantasy XV	35
1386697	3	2016	7023	Suicide Squad	40
4211044	3	2016	9044	Adult Life Skills	49
3741834	2	2016	7464	Lion	69
4370784	3	2016	6721	Les innocentes	78
3416532	3	2016	8372	A Monster Calls	76
4158876	3	2016	7505	Other People	67
3774114	1	2016	7124	Snowden	58
5571734	3	2016	8034	Pink	NA
4550098	3	2016	7300	Nocturnal Animals	67
3748528	3	2016	7334	Rogue One	65
3960412	1	2016	6965	Popstar: Never Stop Never Stopping	68
4666726	3	2016	7473	Christine	72
3553442	3	2016	6760	Whiskey Tango Foxtrot	57
3893280	1	2016	9156	Ticket, The	52
3095734	0	2016	7545	Monster Trucks	41
2567026	3	2016	6908	Alice Through the Looking Glass	34
4322180	1	2016	7721	L&#39;et&agrave; d&#39;oro	NA
5074352	3	2016	7374	Dangal	NA
3760922	3	2016	8273	My Big Fat Greek Wedding 2	37
2938496	3	2016	6669	Vampires In Virginia	NA
5434870	3	2016	7481	Little Sister	74
4366830	3	2016	7106	Grease Live!	NA
4714568	3	2016	7520	Young Offenders, The	NA
3289956	1	2016	7975	Autopsy of Jane Doe, The	65
4644822	3	2016	7589	Electra Woman and Dyna Girl	NA
4468634	3	2016	7246	Certain Women	82
4824302	3	2016	6882	Mother&#39;s Day	18
4443658	3	2016	8049	Better Watch Out	67
2119532	1	2016	7281	Hacksaw Ridge	71
3949660	3	2016	6915	Teenage Mutant Ninja Turtles: Out of the Shadows	40
3721954	3	2016	8092	Maudie	65
1628841	3	2016	6947	Independence Day: Resurgence	32
4911940	1	2016	8135	Tschick	NA
2937696	0	2016	7011	Everybody Wants Some	83
2788732	3	2016	7417	Pete&#39;s Dragon	71
0475290	1	2016	6710	Hail, Caesar!	72
5474644	3	2016	7113	My Little Pony: Equestria Girls - Legend of Everfree	NA
4540710	3	2016	7561	Miss Sloane	64
3110958	1	2016	6922	Now You See Me 2	46
3470600	3	2016	7355	Sing	59
2638144	1	2016	9040	Ben-Hur	38
3263904	1	2016	7052	Sully	74
4016934	3	2016	7228	Handmaiden (Ah-ga-ssi) , The	84
4139124	3	2016	6859	Keanu	63
4788934	3	2016	8030	Little Door Gods	NA
2869728	0	2016	7261	Ride Along 2	32
5165344	3	2016	8067	Rustom	NA
2241351	3	2016	6929	Money Monster	55
6261136	1	2016	9394	Vse o muzhchinakh	NA
2975590	2	2016	6788	Batman v Superman: Dawn of Justice	44
3072482	1	2016	6820	Hardcore Henry	51
5526028	0	2016	7337	Doukyuusei	NA
4034354	2	2016	6968	Swiss Army Man	64
5664684	3	2016	7369	Hairspray Live!	NA
4853102	1	2016	7000	Batman: The Killing Joke	NA
3774802	3	2016	9022	Pandemic	47
3387266	3	2016	7784	A United Kingdom	65
4972062	3	2016	9093	Don&#39;t Think Twice	83
4981636	3	2016	8350	Middle School: The Worst Years of My Life	51
4326444	3	2016	7167	Julieta	73
3040964	2	2016	6837	Jungle Book, The	77
3838992	2	2016	8010	Yoga Hosers	23
0803096	3	2016	6911	Warcraft	32
2261287	3	2016	7310	Ballerina	48
4649416	3	2016	7758	Almost Christmas	55
4698684	3	2016	7377	Hunt for the Wilderpeople	81
5563932	3	2016	8325	Thomas &amp; Friends: The Great Race	NA
4136084	3	2016	7448	Florence Foster Jenkins	71
5340882	3	2016	8793	Zoombies	NA
0918940	0	2016	7284	Legend of Tarzan, The	44
5039088	0	2016	8095	Transfiguration, The	65
4273562	1	2016	9349	Yu-Gi-Oh!: The Dark Side of Dimensions	NA
4331970	3	2016	8603	Quand on a 17 ans	83
2094766	1	2016	7351	Assassin&#39;s Creed	36
3062096	2	2016	7385	Inferno	42
3531824	3	2016	7014	Nerve	58
2304933	2	2016	6680	5th Wave, The	33
3416828	3	2016	8332	Ice Age: Collision Course	34
4048272	3	2016	7455	Toni Erdmann	93
1374989	3	2016	6713	Pride and Prejudice and Zombies	45
1267299	3	2016	7224	Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The	NA
3521164	3	2016	7292	Moana	81
4547056	3	2016	7704	Girl with All the Gifts, The	67
4196848	3	2016	7326	Mr. Church	37
5898034	3	2016	7738	Monster High: Welcome to Monster High	NA
1619029	3	2016	7358	Jackie	81
5923962	1	2016	9390	Gantz: O	NA
4682786	2	2016	8339	Collateral Beauty	23
3963816	1	2016	7462	Marauders	42
3838728	3	2016	6720	Bang Gang	53
4667788	3	2016	7231	Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima)	NA
4895668	1	2016	9256	S&atilde;o Jorge	NA
2277860	3	2016	6932	Finding Dory	77
3691740	3	2016	6964	BFG, The	66
4871980	2	2016	8258	Perfect Match, The	41
4247682	3	2016	7436	All Girls Weekend	NA
5173166	1	2016	8716	Vier gegen die Bank	NA
3958780	3	2016	7095	Equity	68
4262980	1	2016	7196	Shin Godzilla	67
3183660	3	2016	7271	Fantastic Beasts and Where to Find Them	66
1920885	3	2016	9300	Big Fish &amp; Begonia	72
2315582	2	2016	7754	Una	62
4385888	3	2016	7372	20th Century Women	83
3797868	3	2016	8272	Choice, The	26
3352390	3	2016	8691	Friend Request	31
0490215	0	2016	7443	Silence	79
5274066	3	2016	7105	Raising the Bar	NA
2461150	3	2016	8455	Masterminds	47
2140479	2	2016	7212	Accountant, The	51
3544112	1	2016	6914	Sing Street	79
4738360	1	2016	7313	Birkebeinerne	NA
2387499	3	2016	7727	Keeping Up with the Joneses	34
2112096	3	2016	6978	Absolutely Fabulous: The Movie	59
4262174	3	2016	7416	First Girl I Loved	61
3686998	3	2016	7451	Red Pill, The	NA
4520364	3	2016	7112	Morgan	48
2948356	3	2016	6741	Zootopia	78
3922798	1	2016	7912	Siege of Jadotville, The	NA
3908142	3	2016	7560	Love Witch, The	82
3631112	3	2016	7177	Girl on the Train, The	48
2404233	2	2016	6921	Gods of Egypt	25
4052882	3	2016	6953	Shallows, The	59
3666024	0	2016	7802	Red Turtle, The	86
3589968	0	2016	8705	Courier X	NA
2547584	3	2016	7084	Light Between Oceans, The	60
5091548	3	2016	6812	Justice League vs. Teen Titans	NA
3453052	3	2016	6896	10 Days In A Madhouse	NA
4255304	3	2016	7741	Void, The	62
4172430	2	2016	6992	13 Hours	48
4651520	3	2016	7025	Bad Moms	60
4699388	3	2016	7058	Un homme a la hauteur	48
5294198	3	2016	7126	Catfight	66
3882082	3	2016	6755	Boy, The	42
1711525	3	2016	7962	Office Christmas Party	42
4305148	3	2016	9259	Lovesong	74
4846340	3	2016	7336	Hidden Figures	74
5786040	3	2016	7368	Dernieres nouvelles du cosmos	NA
4258698	2	2016	6999	Southside with You	74
4302938	1	2016	7065	Kubo and the Two Strings	84
1878870	3	2016	7515	Edge of Seventeen, The	77
4621872	3	2016	7166	La pazza gioia	74
3896738	3	2016	8009	Hounds of Love	73
5697078	3	2016	8084	Sensitivity Training	NA
5512872	3	2016	6942	Be Somebody	NA
4034228	3	2016	7376	Manchester by the Sea	96
4786282	3	2016	7040	Lights Out	58
2392830	3	2016	7837	A Quiet Passion	77
2592614	3	2016	7447	Resident Evil: The Final Chapter	49
5918104	2	2016	7871	King of the Dancehall	NA
4158096	0	2016	7591	Free Fire	63
5791884	1	2016	8018	Ne gledaj mi u pijat	NA
5538078	3	2016	6884	Extremis	NA
1473832	3	2016	7283	Bridget Jones&#39;s Baby	59
4396662	3	2016	8602	Liberty&#39;s Secret	NA
4698584	0	2016	7350	Neruda	82
1639084	3	2016	7013	Tallulah	63
2927212	3	2016	7047	Dear Eleanor	NA
3838802	1	2016	9073	Blood Stripe	70
4160708	3	2016	7080	Don&#39;t Breathe	71
5789664	3	2016	7879	Petersburg: a selfie	NA
1355631	3	2016	7147	Infiltrator, The	66
1179933	3	2016	6776	10 Cloverfield Lane	76
4624424	1	2016	7180	Storks	56
2267968	3	2016	6808	Kung Fu Panda 3	66
5153952	3	2016	7325	Let Me Go	NA
5954304	1	2016	7737	Dragon Spell, The	NA
3608930	2	2016	7357	In a Valley of Violence	64
1540011	2	2016	8338	Blair Witch	47
2091935	2	2016	7461	Mr. Right	52
2667380	1	2016	7087	Kill Command	NA
5154288	3	2016	7886	Prevenge	71
3655972	3	2016	7122	El Olivo	NA
5521550	3	2016	7154	Dirty 30	NA
2649554	1	2016	6783	Midnight Special	76
2025690	3	2016	7230	Finest Hours, The	58
5096536	1	2016	8032	R&eacute;parer les vivants	82
3065204	3	2016	6931	Conjuring 2, The	65
4779026	1	2016	8581	I Had a Bloody Good Time at House Harker	NA
1124037	2	2016	7332	Free State of Jones	53
2709768	2	2016	6963	Secret Life of Pets, The	61
5078204	3	2016	7398	Demain tout commence	NA
5700672	3	2016	7061	Busanhaeng	72
2381991	3	2016	6790	Huntsman: Winter&#39;s War, The	35
5709236	3	2016	7965	Hated in the Nation	NA
1679335	3	2016	7237	Trolls	55
3991412	1	2016	7719	9th Life of Louis Drax, The	41
1542768	0	2016	7339	True Memoirs of an International Assassin	37
4104054	3	2016	6970	Dad&#39;s Army	38
